code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
541,Compare-and-swap (CAS),"A CPU instruction that atomically writes a new value only if the location still holds the expected old value, reporting success or failure.",A vending machine that swaps in your new bottle only if the slot still shows exactly the barcode you claimed was there — else it spits your coin back.,"ok = x.compare_exchange(old, new) / CMPXCHG on x86",Test-and-set — TAS blindly sets a flag and returns the old bit; CAS conditions its write on a full expected value.,Escrow deal that executes only if the deed is unchanged.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
542,CAS retry loop,"Optimistic update pattern: read the value, compute the new one, CAS it in; if another thread won, reread and retry.","Editing a wiki page that rejects your save because someone edited meanwhile — you reload, redo the edit on the fresh text, and hit save again.","do { old = x.get(); } / while (!x.compareAndSet(old, f(old)));","Spinlock — a spinlock spins waiting to enter a section; a CAS loop attempts real work each spin, lock-free.",Bidding again each time you're outbid in the last second.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
543,Visibility & volatile,Unsynchronized threads may see stale cached values forever; volatile/atomic marks force writes to become visible to other threads.,Shouting updates at a colleague wearing noise-canceling headphones — marking the field volatile rips the headphones off so every announcement lands.,volatile boolean stop; // Java / while (!stop) {} // now sees the flip,Atomicity — volatile publishes individual reads and writes; it does not make compound ops like count++ atomic.,Corkboard memo vs a megaphone blast everyone must hear.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
544,Instruction reordering,Compilers and CPUs reorder independent memory operations for speed; other threads may observe effects out of program order.,A barista makes your two drinks in whatever order is fastest; the customer behind you sees the latte appear before your 'first' espresso.,"T1: data = 42; ready = true / T2 may observe ready=true, data=0",Torn read — reordering shuffles whole operations in time; tearing splits one value into inconsistent halves.,Mail arriving in a different order than it was sent.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
545,Memory barrier,"A fence instruction forbidding compiler and CPU from moving memory operations across it, restoring cross-thread ordering.",A border checkpoint across a highway of trucks: no truck may overtake another through the gate — the convoy's order is frozen at the line.,std::atomic_thread_fence(seq_cst); / mfence on x86,Mutex — a lock gives exclusion plus implicit fences; a bare fence orders memory without blocking anyone.,A canal lock forcing boats through strictly in sequence.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
546,Acquire/release ordering,A release store publishes all writes before it; an acquire load that sees it imports them — a one-way visibility handshake between two threads.,"A gym locker handoff: you pack the locker, then release the key onto the hook; whoever acquires the key is guaranteed everything packed before it.","flag.store(1, memory_order_release); / if (flag.load(acquire)) use(data);",Sequential consistency — seq_cst imposes one global order over all atomics; acquire/release only pairs a writer with its readers.,"Sealed courier pouch: contents locked in at release, opened on acquire.",Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
547,ABA problem,"CAS sees the expected value A, but it changed A to B and back to A meanwhile — pointer reuse makes 'unchanged' a lie.","You memorize your parking row by the red car beside yours; it leaves and an identical red car parks there — same view, wrong world, lost car.","lock-free pop: head A freed, realloc'd as A / fix: tagged pointer (ptr, version)","Stale read — a stale value is genuinely old; ABA is a current value indistinguishable from the old one, so you add version counters.",Guard sees the same painting after thieves swapped in a forgery of the original.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
548,Lock-free vs wait-free,Lock-free: some thread always makes progress system-wide; wait-free: every thread completes in bounded steps — the stronger guarantee.,Lock-free is a mosh-pit exit where somebody always squeezes through; wait-free is numbered turnstiles guaranteeing each person exits in k clicks.,CAS retry loop: lock-free (losers retry) / atomic fetch_add counter: wait-free,"Non-blocking means fast — lock-free code can be slower than locks; the guarantee is about progress, not speed.",Raffle where someone always wins vs stipend where everyone is paid.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
549,False sharing,"Independent variables on the same 64-byte cache line force cores to invalidate each other's caches on every write, wrecking scaling.","Twins in one bunk bed: every time one rolls over (writes), the whole frame shakes the other awake — separate beds (padding) fix everything.",struct { a int64; _pad [56]byte; b int64 } / Java: @Contended,True sharing — true sharing contends on the same variable; false sharing contends only on the same cache line by accident of layout.,Two clerks with separate ledgers forced to share one slam-prone drawer.,Concurrency & parallelism,Atomics & memory ordering,FIVE dining philosophers around the table,0
550,Share memory by communicating,Go proverb: don't guard shared memory with locks — transfer data ownership through channels so only one side touches it at a time.,"Instead of both cooks stirring one pot with rules about turns, they slide the whole pot through a serving hatch — only the current holder may stir.",ch <- job // ownership travels with the value / receiver now mutates it alone,Shared memory + locks — locks let many threads touch one thing safely; message passing arranges for one toucher at a time.,Passing the salt instead of everyone lunging across the table.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
551,Channel,"A typed conduit through which concurrent tasks send and receive values, synchronizing as the data flows.","A pneumatic bank tube between tellers: capsules whoosh across the ceiling, and the tube itself paces who waits for whom.",ch := make(chan int) / ch <- 42 // send / v := <-ch // receive,Plain queue — a queue merely stores; a channel also synchronizes (blocking ends) and supports close and select.,Two tin cans joined by taut string.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
552,Unbuffered channel,A zero-capacity channel where send and receive must meet in time: the sender blocks until a receiver takes the value — a rendezvous.,A trapeze handoff: the flyer hangs suspended mid-air (blocked) until the catcher's hands arrive at the exact same moment.,ch := make(chan int) // cap 0 / ch <- 1 blocks until someone does <-ch,Buffered channel — buffered sends succeed while capacity remains; unbuffered sends always wait for a live receiver.,A baton pass that only works if both runners touch it at once.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
553,Buffered channel,"A channel with capacity N: sends complete immediately until the buffer fills, decoupling producer and consumer speeds up to N items.","A sushi conveyor with exactly N plate slots: the chef keeps placing plates until the belt is full, then must stand and wait.","ch := make(chan int, 100) / queue.Queue(maxsize=100) # Python analog",Unbounded queue — a buffered channel's fixed cap creates backpressure; unbounded queues hide overload until memory dies.,An N-slot toast rack between toaster and breakfast table.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
554,Closing channels,"Closing a channel broadcasts 'no more values': receivers drain what remains, and range loops over the channel then end cleanly.","The baker flips the sign to CLOSED: customers already in line are served the last loaves, and then the line simply ends — no one waits forever.","close(ch) // sender's job, never receiver's / for v := range ch { use(v) }",Sentinel value — close broadcasts completion to all receivers at once; a sentinel item informs only the one receiver that pops it.,Last-call bell that everyone in the pub hears simultaneously.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
555,Select,"Waits on multiple channel operations at once and runs whichever becomes ready first, choosing pseudo-randomly among ties.","A 1950s switchboard operator watching five blinking lines, plugging into whichever rings first — flipping a coin when two ring together.",select { / case v := <-jobs: work(v) / case <-time.After(time.Second): timeout() / },switch statement — switch branches on a value available now; select blocks until some channel operation can proceed.,A dog watching five gopher holes at once.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
556,CSP,Hoare's Communicating Sequential Processes: independent sequential processes interacting only via synchronous channels — Go's ancestor.,"Rows of sealed phone booths: each occupant computes entirely alone and may only whisper through connecting tubes, while Professor Hoare patrols the aisle.","Hoare 1978, 'Communicating Sequential Processes' / Go channels = CSP made practical",Actor model — CSP channels are anonymous rendezvous points; actors address each other by identity with async mailboxes.,Monks under a vow of silence passing notes through wall slots.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
557,Actor model,"Concurrency units with private state that react to messages one at a time: update state, send messages, spawn new actors.","Method actors in soundproof dressing rooms, each reading fan mail one letter at a time and never letting anyone else touch their props.","Erlang: Pid ! {deposit, 100} / Akka: ref.tell(msg, self)","CSP — actors are named, with async unbounded mailboxes; CSP channels are anonymous and typically synchronous.",Beehive of cells where each bee only answers waggle-dance messages.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
558,Mailbox,An actor's inbound message queue; draining it one message at a time makes the actor internally single-threaded — no locks needed.,"A single brass mail slot into the dressing room: letters pile up in arrival order, but the actor inside opens exactly one at a time.","receive {msg, X} -> handle(X) end % Erlang / queue drained strictly sequentially",Channel — a mailbox belongs to exactly one receiving actor; a channel can be shared by many senders and receivers.,"Ticket spike on a diner counter, orders pulled off one by one.",Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
559,Bounded channels,"Bounded buffers push slowdown upstream: when consumers lag, producers block or shed load instead of ballooning hidden queues.",A garden hose with your thumb over the nozzle: squeeze the outflow and the pressure travels all the way back up to slow the tap itself.,"make(chan T, 64) // full = producer blocks / queue.put() blocks at maxsize",Rate limiting — a rate limit is a fixed preset cap; backpressure adapts dynamically to the consumer's real current speed. | cf. 877 Backpressure (déjà pris): 559 is the in-process channel mechanism; 877 the end-to-end resilience pattern,Highway on-ramp meter timed by downstream congestion.,Concurrency & parallelism,Message passing & actors,FIVE dining philosophers around the table,0
560,Non-blocking I/O,I/O calls that return immediately instead of parking the thread; readiness arrives later via polling or OS notification (epoll/kqueue).,"A restaurant buzzer puck instead of standing at the counter: you order, wander off to browse, and the puck rattles when the food is ready.",sock.setblocking(False) / epoll.poll() -> which fds are ready,Async/await — non-blocking I/O is the OS facility; async/await is language syntax layered on top of it.,Dropping film at the lab and getting a text when developed.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
561,Event loop,"A single thread looping forever: wait for ready events, run each handler to completion, repeat — the engine of Node and asyncio.","A lone carousel operator at the hub, grabbing whichever mailbag the spinning ride swings past next, handling it fully, then reaching for the next.",while True: / for ev in selector.select(): / ev.callback(),Thread pool — the loop multiplexes many tasks on ONE thread; a pool spreads tasks across MANY threads.,Lighthouse keeper answering signals one sweep at a time.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
562,Microtask vs macrotask,"The event loop drains the ENTIRE microtask queue (promise callbacks) after each macrotask (timer, I/O) - so promises always run before the next setTimeout.","Between every train that pulls into the station (macrotask), the janitor must sweep up every last confetti scrap on the platform (microtasks) before the next train may enter.",setTimeout(() => log('macro')); Promise.resolve().then(() => log('micro'))  // micro first,vs the event loop itself (561): the loop is the engine; micro/macro is the two-tier priority of its queues,VIP line emptied fully before the regular queue advances,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
563,Callback hell,Sequential async logic written as nested callbacks marches code off the right margin and scatters error handling — the pyramid of doom.,"Russian dolls of mechanic napkins: inside each callback's napkin is another napkin with another number, six garages deep, indenting toward the horizon.","getUser(id, u => / getOrders(u, os => / getItems(os[0], is => ...)))",Deep recursion — recursion nests live stack frames now; callback hell nests source code that fires across future ticks.,"Staircase of ever-smaller doors, each hiding the next errand.",Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
564,Promise / future,A first-class placeholder for a result not ready yet; consumers attach continuations or await its resolution or failure.,"A dry-cleaning ticket: not the shirt, but a tradable claim on the future shirt — you can even hand the ticket to somebody else.",p = fetch(url) / p.then(r => r.json()).catch(log),Callback — a promise reifies the pending result as a composable value instead of burying it in a function argument.,IOU note that pays out or bounces exactly once.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
565,Async/await,Syntax that suspends a coroutine at await and resumes it when the awaited future resolves — async code shaped like sync code.,"A bookmark dropped mid-sentence when the doorbell rings: the reader handles the door, returns, and resumes on the exact same syllable.",async def main(): / r = await fetch(url) / print(r.status),Threads — await switches only at marked points on one thread; threads can be preempted between any two instructions.,Pause button that later resumes the movie frame-perfect.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
566,Coroutine,"A function that can suspend itself mid-execution, yield control, and later resume with all its local state intact.","A campfire storyteller who freezes mid-word, hands the talking stick along the circle, and later thaws on precisely the same syllable.",async def f(): await g() # native coroutine / def gen(): x = yield # generator form,Thread — a coroutine suspends voluntarily and costs a small frame; a thread is preempted by the OS and costs a full stack.,Knitting set down mid-row with the needle marking the stitch.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
567,Await as yield point,"In cooperative async, code between awaits runs atomically on the loop; interleaving can happen only at await boundaries.","Musical statues: other dancers may only move (interleave) during the pauses in the music at 'await' — between pauses, the whole room is frozen for you.",self.n += 1 # safe: no await inside / await io() # others may run HERE,Thread safety — single-threaded async still races across awaits; a check-then-act spanning an await is a real bug.,Board game where opponents move only when you end your turn.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
568,Never block the loop,One blocking call or long computation on the event-loop thread freezes every task; offload such work to executors or workers.,The carousel operator stops to eat an entire steak; every mailbag on the ride circles past unserved — the whole fair queues behind his lunch.,"time.sleep(5) # freezes ALL tasks / await loop.run_in_executor(None, cpu_work)",Blocking a worker thread — a stalled pool thread delays one task; a stalled loop stalls every task in the process.,Cashier balancing the till while the queue snakes out the door.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
569,Function colors,"Async and sync functions form two 'colors': plain callers can't await async ones, so asyncness spreads virally up the call chain.",Shaking hands with a red-painted (async) function stains your hand red too — soon every caller up the chain is wearing red gloves.,def f(): await g() # SyntaxError / async def f(): return await g() # f is red now,Blocking vs non-blocking — colors are a static split baked into signatures; blocking is a runtime behavior.,One drop of dye tinting every bucket poured upstream of it.,Concurrency & parallelism,Async/await & event loops,FIVE dining philosophers around the table,0
570,Thread pool,A fixed crew of reusable worker threads pulling tasks from a queue — amortizes thread creation and caps total concurrency.,A hotel keeps exactly five lifeguards rotating at the pool: swimmers (tasks) queue for attention; nobody hires a fresh lifeguard per swimmer.,"ex = ThreadPoolExecutor(max_workers=8) / ex.submit(task, arg)",Thread-per-task — spawning per task can explode into thousands of threads; a pool bounds and recycles them.,Taxi rank with a fixed fleet instead of building a car per fare.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
571,Executor & futures,Submit a callable to an executor and immediately receive a future — the handle to the eventual result — decoupling what from where and when.,"A concierge desk: hand over any errand, instantly get a numbered claim ticket; which bellhop actually runs it is not your problem.","f = ex.submit(fetch, url) / print(f.result(timeout=5))",Thread pool — the pool is the workers; the executor is the submission interface that hands back futures.,Restaurant order number stand you carry to your table.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
572,Pool sizing,"CPU-bound: about one thread per core; I/O-bound: roughly cores x (1 + wait/compute), since waiting threads use no CPU.","Chessmasters versus pizza couriers: hire one grandmaster per board (CPU), but dozens of couriers per oven, because couriers mostly sit in traffic (wait).",cpu: max_workers = os.cpu_count() / io: workers ~ cores * (1 + wait/service),"More threads = faster — beyond the right size, extra threads add only context-switch and memory cost.","One oven per baker, but many delivery bikes per oven.",Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
573,Bounded queue & saturation,Give the pool a bounded task queue plus a rejection policy; unbounded queues convert overload into hidden latency and eventual OOM.,A coat check with exactly 50 brass hooks: coat 51 gets a polite 'we're full' at the door — far better than coats silently piling to the ceiling in back.,"ThreadPoolExecutor(.., ArrayBlockingQueue(100), / CallerRunsPolicy()) // Java","Backpressure — the same principle; a saturation policy is the pool-specific mechanism (reject, block, or caller-runs).","Nightclub capacity sign enforced at the door, not inside.",Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
574,Work stealing,"Idle workers steal tasks from the tail of busy workers' local deques, auto-balancing load with minimal contention.",Pickpocket chefs: a cook who finishes early tiptoes over and lifts order slips off the BOTTOM of a swamped colleague's ticket spike.,"ForkJoinPool, Go scheduler, Tokio / steal from tail; owner pops from head",Single shared queue — one global queue contends on every pop; stealing keeps the hot path local and nearly lock-free.,Supermarket baggers drifting to whichever lane backs up.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
575,Future composition,"Chain and combine futures — then/map, all/gather, any/race — building async dataflow without blocking to glue the steps.","Dry-cleaning tickets that snap together like Lego: chain them end-to-end (then), or clip five into one frame that completes only when all five shirts return (gather).","results = await asyncio.gather(f1(), f2()) / cf.thenApply(x -> x * 2) // Java",Sequential .result() calls — blocking on each future serializes the waits; composition schedules continuations to overlap them.,Relay of IOUs endorsed forward to the next payee.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
576,Cancellation,"Cancellation is cooperative: set a flag or inject an exception, and the task must notice at checkpoints and clean up — no safe hard kill.","You cannot yank a surgeon out mid-operation; you slide a note under the door and she exits at the next safe suture point, instruments counted.",task.cancel() # CancelledError at next await / while not stop_event.is_set(): step(),Thread.kill — a hard kill skips finally blocks and corrupts shared state; cooperative cancel lets the task unwind properly.,"Pilot waved off, landing gear retracted in proper order.",Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
577,Timeouts,"Bound every wait — lock, join, network, future — with a timeout so one slow dependency cannot hang its callers forever.","An egg timer taped to every phone in the office: when it dings, you hang up and act, no matter how sweetly the hold music pleads.","await asyncio.wait_for(op(), timeout=2.0) / f.result(timeout=5)",Cancellation — a timeout decides WHEN to give up; cancellation is HOW the abandoned task actually gets stopped.,Parking meter that ends the errand for you.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
578,Structured concurrency,"Child tasks live inside a lexical scope that cannot exit until all complete or cancel — no orphans, and errors propagate to the parent.",A kindergarten teacher counting heads at the museum exit: the class (scope) does not leave the building until every single child is accounted for.,async with asyncio.TaskGroup() as tg: / tg.create_task(a()); tg.create_task(b()),Fire-and-forget spawn — detached tasks leak and swallow errors; structured scopes tie task lifetime to a code block.,Climbing rope team clipped so no one tops out alone.,Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
579,Pool draining,"Stop accepting new tasks, let in-flight work drain within a deadline, then cancel stragglers and join workers before exiting.","Closing time at a pub: doors locked to newcomers, last orders honored, then the lights flick twice and the bouncer walks the room.",ex.shutdown(wait=True) / shutdown(); awaitTermination(30s); shutdownNow(),Daemon threads — daemons are simply abandoned at process exit; graceful shutdown drains and joins deliberately. | cf. 997 Graceful shutdown (déjà pris): 579 drains one executor's queue; 997 is the whole process's SIGTERM ritual,"Airport final boarding: gate closes, cabin checked, doors armed.",Concurrency & parallelism,"Executors, pools & structured concurrency",FIVE dining philosophers around the table,0
580,Data parallelism,"The same operation applied across partitions of a dataset in parallel — you split the data, not the algorithm.","A hundred lumberjacks handed one identical axe each and one distinct tree each — the same swing everywhere, whole forest down by lunch.","pool.map(process, images) / each worker: same fn, different chunk",Task parallelism — data parallelism runs one function over many chunks; task parallelism runs different functions at once.,Grading stacks of the same exam split among TAs.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
581,Task parallelism,"Different independent operations run concurrently — you split the algorithm into distinct tasks, possibly over the same data.","A pit crew swarming one car: one changes tires, one fuels, one wipes the visor — completely different jobs in the same four seconds.",t1 = spawn(parse_logs) / t2 = spawn(resize_images) # unrelated jobs,Data parallelism — same op over chunks versus different ops side by side.,Orchestra sections playing different parts of one score.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
582,Embarrassingly parallel,Work that splits into fully independent units needing no communication — near-linear speedup essentially for free.,Grading 1000 multiple-choice sheets: hand any stack to any helper; no grader ever needs to whisper to another. Almost embarrassing how easy it is.,"Monte Carlo trials, per-frame rendering / pool.map(simulate, param_grid)",Pipeline parallelism — pipelines require handoffs between stages; embarrassing problems require zero coordination at all.,"Stuffing envelopes at separate tables, no talking needed.",Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
583,Fork-join,"Recursively split a task into subtasks (fork), run them in parallel, then wait and merge their results (join) — parallel divide-and-conquer.","A river delta run in reverse: the stream forks into rushing fingers across the flats, then every finger braids back into one river at the sea.",if small: return solve() / l = fork(left); r = fork(right) / return join(l) + join(r),"Map-reduce — fork-join recurses inside one shared-memory program; map-reduce is a flat two-phase pattern, often across machines.",Family tree drawn downward then inheritance flowing back up.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
584,Map-reduce pattern,"Map a function over records in parallel, then reduce the intermediate results by key into aggregates — with a shuffle in between.","A national census: thousands of counters tally their own street (map), mail totals to per-state desks (shuffle), which sum them into one book (reduce).","counts = pool.map(count_words, files) / total = reduce(merge, counts)",Plain map + reduce functions — the parallel pattern adds the shuffle-by-key stage and distribution between the two steps.,"Potluck: everyone cooks at home, dishes merge onto one table.",Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
585,Pipeline parallelism,Chain processing stages so different items occupy different stages simultaneously; throughput equals the slowest stage's rate.,"A drive-through car wash: while one car is rinsed, the next is being soaped and a third vacuumed — three cars in the tunnel at once.",stage1 -> chan -> stage2 -> chan -> stage3 / throughput = 1 / slowest stage,Data parallelism — pipelines split work by STAGE with items flowing through; data parallelism splits by DATA chunk.,Sink-wash-dry-stack dish brigade in a busy kitchen.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
586,SIMD,"Single Instruction, Multiple Data: one CPU instruction operates on a whole vector of values held in a wide register (SSE/AVX/NEON).",A rubber stamp with eight letters carved in a row: one single thump prints all eight characters onto the page at once.,"AVX2: 8 float32 adds per instruction / np.add(a, b) # vectorized underneath",Multithreading (MIMD) — SIMD is parallelism inside one instruction on one core; threads are separate instruction streams.,Muffin tin baking twelve muffins with one oven action.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
587,Amdahl's law,"Speedup is capped by the serial fraction s: speedup = 1/(s + (1-s)/N) — with 5% serial code the ceiling is 20x, forever.","A convoy on an infinite-lane highway funneling through one single-lane toll booth: add all the lanes you like, the booth still meters the trip.","s = 0.05, N -> inf: speedup <= 20 / speedup(N) = 1 / (s + (1-s)/N)",Gustafson's law — Amdahl fixes the problem size and is pessimistic; Gustafson grows the problem with N and is optimistic.,Relay team as fast as its one unswappable runner.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
588,Gustafson's law,With more processors you solve proportionally bigger problems in the same time: scaled speedup = N - s(N-1).,"Handed a ten-times bigger oven, the baker doesn't bake one loaf faster — she bakes a whole wedding cake in the same single hour.",speedup = N - s*(N-1) / weak-scaling benchmarks use this lens,"Amdahl's law — Amdahl: fixed workload, hard ceiling; Gustafson: workload grows with N, so scaling keeps paying.",More painters don't finish the fence sooner; they paint the whole barn.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
589,Task granularity,Chunk-size tuning: tasks too fine drown in scheduling overhead; too coarse leave cores idle — batch until overhead is amortized.,Shoveling snow by the teaspoon versus by the single truckload: teaspoons spend all day walking back and forth; one truckload leaves nine shovelers idle.,"pool.map(f, data, chunksize=1000) / rule: task time >> dispatch overhead",Lock granularity — that is how much data one lock guards; task granularity is how much work one task carries.,Mailing 1000 letters individually vs one pallet vs splitting into crates.,Concurrency & parallelism,Parallel patterns,FIVE dining philosophers around the table,0
590,Minimize shared mutable state,"The master rule: races need sharing AND mutation — make data immutable, confined, or message-passed, and locks become rare.","A potluck where every dish arrives in sealed single-serve boxes: nothing communal to sneeze in, nothing left to fight over.",shared -> make it immutable / mutable -> keep it unshared,Lock everything — locks manage the danger; removing shared mutability removes the danger's precondition entirely.,Separate checking accounts instead of one joint account with rules.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
591,Immutability as strategy,Objects that never change after construction are safe to share among any number of threads with zero synchronization.,Sharing a stone statue instead of a wet clay one: a thousand hands may touch it at once and it is still exactly the sculptor's shape.,"@dataclass(frozen=True) / update = build new object, swap one reference",Thread-local copies — immutable data is shared safely; thread-local data is not shared at all.,Printed book vs a communal editable manuscript.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
592,Thread confinement,"Restrict data to exactly one thread — GUI-thread rule, thread-locals, per-worker state — so synchronization is never needed.",A diary that never leaves your bunk: nobody bothers locking it because nobody else can ever reach it. The bunk itself is the lock.,tl = threading.local(); tl.conn = connect() / Swing rule: touch UI only on the EDT,Immutability — confined data may mutate freely (only one toucher); immutable data may be shared freely (no mutation).,A chef's personal knife no other cook may borrow.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
593,Single-writer principle,Allow many readers but exactly one designated writer per datum; write contention vanishes and reasoning becomes sequential.,One scribe holds the guest book's only quill; anyone may read the pages over his shoulder while he alone writes the entries.,LMAX Disruptor: one producer per sequence / owner goroutine mutates; others send requests,Read-write lock — RW locks let the writer role rotate among threads; single-writer fixes the writer's identity by design.,Scoreboard updated only by the official scorer.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
594,Idempotent handlers,Design message and event handlers so processing the same message twice equals once — retries and redeliveries become harmless.,"An elevator call button: press it once or mash it twelve times in a panic, exactly one elevator comes.",if seen(msg.id): return / UPDATE orders SET s='paid' WHERE id=? AND s='pending',Exactly-once delivery — the network cannot promise it; idempotency makes at-least-once delivery behave like exactly-once.,Light switch already on: flipping 'on' again changes nothing.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
595,Prefer high-level primitives,"Reach for queues, executors, channels, and concurrent collections before raw threads, locks, and condition variables.","Buying a certified factory ladder instead of nailing one together from scrap lumber: the hard safety thinking was done once, by experts, at the factory.","queue.Queue, TaskGroup, ConcurrentHashMap / not: Thread + Lock + CV hand-wired",Abstraction-overhead worry — these primitives are expert-tuned; hand-rolled lock code is usually both slower and subtly wrong.,Taking the elevator instead of free-climbing the shaft.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
596,Race detectors,"Dynamic tools (Go -race, ThreadSanitizer) instrument memory accesses to catch data races in test runs that eyes would never see.",A UV blacklight swept over the crime scene: invisible fingerprint smears on the shared doorknob suddenly glow purple with thread IDs.,go test -race ./... / clang -fsanitize=thread app.c,"Static linters — detectors watch real executions (few false positives, but the race must run); linters only guess from source.",Dye packs revealing which hands touched the cash.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
597,Stress testing concurrency,"Hammer suspect code with many threads, iterations, and injected timing jitter so rare interleavings become likely enough to catch.",An airline wing-bend rig flexing the spar a million times overnight: the fatigue crack due in year ten shows up by morning.,for _ in range(10_000): run_threads(100) / inject random 0-1ms sleeps to widen races,Unit tests — one green run proves one interleaving worked; stress tests sample thousands of interleavings.,Shaking the vending machine until the stuck snack falls.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
598,Keep critical sections tiny,"Hold locks for the fewest instructions possible; never do I/O, heavy computation, or callbacks into unknown code while holding one.","Grab the office's only stapler, CLICK, put it straight back — never wander off to lunch with the shared stapler in your pocket.",with lock: item = q.pop() / process(item) # heavy work outside the lock,Lock granularity — granularity is how much DATA a lock covers; this rule is about how much TIME you hold it.,Fridge rule: door open only long enough to grab the milk.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
599,Never sync by sleeping,"sleep(n) is a timing guess, not synchronization; wait on the actual condition with joins, events, barriers, or queues.",Leaving the package on the porch and napping until the courier has 'probably' come — versus a doorbell that rings at the actual pickup.,bad: time.sleep(2); assert done / good: event.wait(); assert done,Timeouts — a timeout bounds a wait on a real condition; a bare sleep waits blind and races against reality.,Guessing the bus schedule instead of watching the arrivals board.,Concurrency & parallelism,Concurrency discipline,FIVE dining philosophers around the table,0
600,Creational patterns,"GoF pattern family that abstracts how objects get created, decoupling client code from concrete constructors and construction logic.",A maternity ward where masked midwives hand you swaddled babies through a wall hatch — you never glimpse the delivery room. Creation happens behind the hatch.,WidgetFactory.create() instead of new ConcreteWidget() sprinkled through client code,Structural patterns — creational govern how objects are born; structural govern how existing objects are composed.,A 3D printer farm — rejected as too generic to stick.,Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
